SW-DOWNLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CGS-Serial Number,CGS-Vendor,CYC-Serial Number,CYC-Vendor,HOOP-Serial Number,HOOP-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,FP_SN,JULIET_SN,OS_BUILD_VERSION_FATP,ROMEO_SN,STATION_STRING,DCSD FINISH,DCSD LOG-COLLECTION,DCSD REPORT-DATA-WRITE-CB,DCSD RESTORE  9 - The operation couldn’t be completed. (AMRestoreErrorDomain error 9 - Failed to receive message from device might be conn,DCSD RESTORE,DCSD START,hidd_nonui display ECIDCount,hidd_nonui display_on_time EFI,hidd_nonui display_on_time NonUI,hidd_nonui display_on_time Total,MAX_TEMP pmu TDEV1,MAX_TEMP pmu TDEV2,MAX_TEMP pmu TDEV3,MAX_TEMP pmu TDEV4,MAX_TEMP pmu TDEV5,MAX_TEMP soc THERMAL0,MAX_TEMP soc THERMAL1,MAX_TEMP soc THERMAL2,MIN_TEMP pmu TDEV1,MIN_TEMP pmu TDEV2,MIN_TEMP pmu TDEV3,MIN_TEMP pmu TDEV4,MIN_TEMP pmu TDEV5,MIN_TEMP soc THERMAL0,MIN_TEMP soc THERMAL1,MIN_TEMP soc THERMAL2,STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,TestGroup Failure Action,UsbLocation UsbLocation
FXGL,D54,G6TZN01JPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_5_SW-DOWNLOAD,FAIL,2019-11-07 08:38:36,2019-11-07 08:45:17,TestGroup Failure Action,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z0E9MVFYJJ,F6D937101GVN9657B,18A21371l,F8P938102N1N2862G,Nil,,,,,,,4,13063,16387,29450,32.2,33.55,32.64,34.2,32.95,38.15,37.51,0,32.2,33.55,32.64,34.2,32.95,38.15,37.51,0,,,341901312
FXGL,D54,G6TZN01JPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_4_SW-DOWNLOAD,PASS,2019-11-07 08:46:56,2019-11-07 08:56:12,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z0E9MVFYJJ,F6D937101GVN9657B,18A21371l,F8P938102N1N2862G,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D54,G6TZN01LPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_7_SW-DOWNLOAD,PASS,2019-11-07 09:38:37,2019-11-07 09:46:22,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z1T9MVFYJC,F6D937103DKN9657U,18A21371l,F8P938102NVN2862N,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,20867,15321,36188,53.99,58.85,56.77,58.85,54.52,57.18,57.25,0,30.89,31.9,31.02,32.91,31.6,29.14,30.23,0,,,336658432
FXGL,D54,G6TZN01MPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_4_SW-DOWNLOAD,PASS,2019-11-07 08:46:54,2019-11-07 08:55:19,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z15RMVFYJU,F6D93710138N96573,18A21371l,F8P938102RRN2862H,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,16267,18541,34808,,,,,,,,,,,,,,,,,,,336658432
FXGL,D54,G6TZN01NPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_5_SW-DOWNLOAD,PASS,2019-11-07 08:38:36,2019-11-07 08:46:31,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z2MWMVFYJ8,F6D937101EBN96571,18A21371l,F8P938102MNN2862Y,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,15457,18209,33666,33,33.78,33.36,34.53,33.27,40.96,39.5,0,31.1,31.86,31.43,32.6,31.31,31.84,32.39,0,,,342949888
FXGL,D54,G6TZN01NPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_4_SW-DOWNLOAD,PASS,2019-11-07 08:52:19,2019-11-07 09:01:40,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z2MWMVFYJ8,F6D937101EBN96571,18A21371l,F8P938102MNN2862Y,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,15499,18277,33776,,,,,,,,,,,,,,,,,,,342949888
FXGL,D54,G6TZN01PPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_1_SW-DOWNLOAD,PASS,2019-11-07 08:32:27,2019-11-07 08:41:59,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z1EGMVFYJA,F6D9371017FN9657J,18A21371l,F8P938102MZN2862M,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,6,12290,22963,35253,53.06,61.79,55.74,65.25,59.49,71.01,67.01,0,29,32.16,29.93,32.64,31.6,31.57,31.65,0,,,336658432
FXGL,D54,G6TZN01QPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_2_SW-DOWNLOAD,PASS,2019-11-07 08:42:22,2019-11-07 08:50:08,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z1BTMVFYJ8,F6D9371014AN9657Y,18A21371l,F8P938102N3N2862E,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,5,13695,19290,32985,54.96,64.62,57.61,67.94,61.79,74.96,70.03,0,31.1,32.16,31.56,32.64,31.86,31.71,32.1,0,,,337707008
FXGL,D54,G6TZN01RPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_2_SW-DOWNLOAD,PASS,2019-11-07 08:52:02,2019-11-07 08:59:55,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z1YYMVFYJ8,F6D9371014JN9657Q,18A21371l,F8P938102NSN2862R,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,13128,21568,34696,50.91,59.1,53.67,62.51,56.77,70.93,67.07,0,28.92,30.85,30.12,31.43,30.4,29.71,30.37,0,,,337707008
FXGL,D54,G6TZN01SPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_2_SW-DOWNLOAD,PASS,2019-11-07 08:30:45,2019-11-07 08:38:54,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z2PHMVFYJF,F6D9371018FN9657F,18A21371l,F8P938102N4N2862D,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,14200,14143,28343,54.1,63.24,56.77,66.56,61.09,75.57,71.43,0,29.65,31.02,30.12,31.35,30.93,31.53,32.29,0,,,337707008
FXGL,D54,G6TZN01TPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_1_SW-DOWNLOAD,PASS,2019-11-07 08:58:55,2019-11-07 09:06:23,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z4D4MVFYJN,F6D9371019VN9657Y,18A21371l,F8P93810464N2862R,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,14153,16107,30260,52.55,61.93,55.18,65.74,59.1,71.78,67.68,0,28.7,32.03,29.89,34.53,33.23,31.32,31.81,0,,,337707008
FXGL,D54,G6TZN01UPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_1_SW-DOWNLOAD,PASS,2019-11-07 08:31:59,2019-11-07 08:41:45,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z0ALMVFYJK,F6D937101BUN9657T,18A21371l,F8P9381048XN2862S,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,15154,20039,35193,54.96,63.85,57.49,67.77,61.65,75.53,71.18,0,28.07,29.11,28.44,29.57,28.92,27.23,28.03,0,,,342949888
FXGL,D54,G6TZN01VPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_5_SW-DOWNLOAD,PASS,2019-11-07 08:38:36,2019-11-07 08:46:23,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z0MJMVFYJN,F6D937101FBN9657Y,18A21371l,F8P938102QWN2862F,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,12856,16775,29631,,,,,,,,,,,,,,,,,,,336658432
FXGL,D54,G6TZN01VPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_4_SW-DOWNLOAD,PASS,2019-11-07 08:52:41,2019-11-07 09:01:58,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z0MJMVFYJN,F6D937101FBN9657Y,18A21371l,F8P938102QWN2862F,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,12972,16805,29777,31.6,32.46,32.12,33.59,32.64,36.2,34.6,0,31.6,32.46,32.12,33.59,32.64,36.2,34.6,0,,,341901312
FXGL,D54,G6TZN01WPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_5_SW-DOWNLOAD,PASS,2019-11-07 08:38:55,2019-11-07 08:46:26,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z1YLMVFYJL,F6D937103DEN9657Z,18A21371l,F8P938102NUN2862P,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,15402,18648,34050,,,,,,,,,,,,,,,,,,,337707008
FXGL,D54,G6TZN01WPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_4_SW-DOWNLOAD,PASS,2019-11-07 08:55:51,2019-11-07 09:04:22,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z1YLMVFYJL,F6D937103DEN9657Z,18A21371l,F8P938102NUN2862P,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,15667,18709,34376,34.53,36.18,35.32,36.96,35.62,44.43,42.79,0,32.77,34.49,33.55,35.17,33.73,34.98,35.39,0,,,336658432
FXGL,D54,G6TZN01XPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_1_SW-DOWNLOAD,PASS,2019-11-07 08:32:13,2019-11-07 08:41:37,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z4LSMVFYJD,F6D9371017DN9657L,18A21371l,F8P938102P2N2862C,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,5,12822,23251,36073,55.4,59.23,56.77,60.55,57.61,64.4,61.6,0,33.82,35.02,34.11,35.47,34.49,36,36.54,0,,,341901312
